2010,4911,3263.645,2125.206,202.989,350.053,419.518,236.354,1138.439,164.321,0,931.93,1310.736,12362.703,8587.477,3.1,0.710997485,0.348824397,0.556131059,0.694627785,0.348824397,-378.806,110.188
2011,4911,3241.379,2067.817,226.387,339.473,405.674,326.987,1173.562,183.604,0,956.47,1342.705,13111.018,9180.432,3.01,0.712345601,0.362056396,0.543740434,0.700207413,0.362056396,-386.235,33.583
2012,4911,3301.804,2045.713,249.43,381.542,368.73,221.312,1256.091,237.317,0,1005.726,1083.542,13379.615,9277.326,3.54,0.928183679,0.38042567,0.697984942,0.693392598,0.38042567,-77.816,26.202
2013,4911,3454.628,2192.597,259.71,406.074,393.497,284.516,1262.031,230.591,0,1043.609,1618.644,13508.686,9168.226,3.69,0.64474276,0.365316034,0.484293643,0.678691177,0.365316034,-575.035,9.526
2014,4911,3491.632,2263.032,255.986,397.595,395.179,295.211,1228.6,220.705,0,973.435,1559.143,14313.532,9794.43,3.59,0.624339782,0.351869842,0.460155996,0.684277647,0.351869842,-585.708,7.604
2015,4911,3495.443,2146.419,279.931,437.257,367.806,297.48,1349.024,237.72,0,890.516,1442.317,15028.258,10308.801,3.94,0.617420442,0.38593792,0.423336201,0.685961141,0.38593792,-551.801,39.488
2016,4911,3498.682,2156.869,282.587,442.034,355.403,264.631,1341.813,236.411,0,822.219,1292.946,16004.253,11068.341,3.97,0.63592679,0.383519565,0.417366232,0.69158748,0.383519565,-470.727,8.881
2017,4911,3565.296,2096.751,289.27,488.456,415.068,256.442,1468.545,258.272,0,1016.288,1197.852,17019.082,11883.352,4.37,0.848425348,0.411899882,0.606934747,0.698236955,0.411899882,-181.564,13.892
2018,4911,3691.247,2335.206,294.094,511.047,400.988,277.336,1356.041,133.902,0,924.991,1648.964,17664.202,12315.497,4.56,0.560952816,0.367366638,0.382602046,0.69720087,0.367366638,-723.973,5.766
2019,4911,3471.209,2208.32,345.92,538.32,386.42,346.448,1262.889,-15.773,0,1030.03,2078.365,18479.247,12926.059,4.79,0.495596298,0.363818197,0.329157775,0.699490569,0.363818197,-1048.335,10.283
2020,4911,3586.982,2184.452,334.297,550.559,425.991,318.585,1402.53,78.173,0,1198.319,1360.433,20020.421,14267.628,4.89,0.880836469,0.391005586,0.635108087,0.712653745,0.391005586,-162.114,59.968
2010,3845,35166.721,11382.887,3188.734,4626.172,7184.034,1535.759,10663.086,1086.662,13120.748,22317.529,17262.434,59462.266,36985.802,2.98,1.292837905,0.67631651,1.108116909,0.622004584,0.303215247,5055.095,7323.94
2011,3845,38851.259,12177.686,3284.249,4728.449,7683.92,1721.127,12040.342,470.193,14633.231,23768.774,15480.228,60276.893,35750.748,3.03,1.535427902,0.686556207,1.323270239,0.593108673,0.30990867,8288.546,8097.359
2012,3845,39873.91,12009.511,3792.313,5962.92,7612.86,1796.99,12566.722,299.694,15297.677,31322.583,13280.176,67234.944,40421.712,3.76,2.358596979,0.698812808,2.073035026,0.601200947,0.315161518,18042.407,15173.984
2013,3845,21848,9067,2693,2576,3986,1026,4393,138,8388,19247,9507,42953,17686,1.52,2.024508257,0.584996338,1.741243294,0.411752381,0.201071036,9740,8098
2014,3845,20247,8159,2643,2284,3586,1064,4475,797,7613,15261,10532,41275,19636,1.13,1.449012533,0.59702672,1.198063046,0.475735918,0.221020398,4729,4460
2015,3845,20405,7722,2599,4423,3418,1081,4844,577,7839,14155,9186,41247,19921,1.73,1.540931853,0.621563342,1.258001306,0.482968458,0.237392796,4969,6125
2016,3845,20853,8110,2434,1400,3248,1178,4975,350,7768,26776,6660,52666,31949,0.71,4.02042042,0.611087134,3.654954955,0.606634261,0.238574785,20116,18775
2017,3845,27390,10113,3601,477,5249,2402,7017,1878,10260,20147,8912,76250,45152,0.2,2.260659785,0.630777656,1.856597846,0.592157377,0.25618839,11235,9610
2018,3845,30578,11377,3796,2368,5182,2975,7562,539,11639,14632,9012,67173,36451,1.32,1.62361296,0.627935117,1.202396804,0.542643622,0.247301982,5620,4086
2019,3845,31904,11949,4316,3687,5425,3252,8055,390,11900,15667,10863,67887,36586,2.07,1.44223511,0.62547016,1.044923134,0.538924978,0.252476179,4804,4140
2020,3845,34608,13496,5012,4495,6414,3946,9112,497,12000,20441,11907,72548,39545,2.51,1.716721256,0.610032362,1.295792391,0.54508739,0.263291724,8534,7148
2010,3674,6494,3346,632,471,968,581,809,38,2339,3594,1674,4964,3951,0.66,2.146953405,0.484755159,1.769414576,0.795930701,0.124576532,1920,1789
2011,3674,6568,3382,476,491,919,540,741,-4,2445,3229,1774,4954,3364,0.68,1.820180383,0.485079172,1.551860203,0.679047235,0.112819732,1455,1765
2012,3674,5422,3027,562,-1183,630,732,224,-34,2171,2265,1397,4000,3462,-1.6,1.621331424,0.441718923,1.219040802,0.8655,0.041313169,868,1002
2013,3674,5299,3182,884,-83,832,883,242,9,1875,2884,1618,4337,3793,-0.11,1.782447466,0.399509341,1.236093943,0.874567674,0.045668994,1266,1097
2014,3674,5506,3552,685,-403,818,633,278,5,1676,2736,1440,3767,3580,-0.53,1.9,0.354885579,1.424305556,0.950358375,0.050490374,1296,1040
2015,3674,3991,2784,678,-660,533,524,-222,14,1429,2320,1403,3109,3521,-0.84,1.65359943,0.302430469,1.170349252,1.132518495,-0.055625157,917,785
2016,3674,4272,2863,751,-497,311,823,-59,39,1468,2530,1346,3321,2905,-0.6,1.879643388,0.329822097,1.321693908,0.874736525,-0.013810861,1184,1264
2017,3674,5329,3429,739,43,400,796,229,19,1671,2622,1486,3540,2929,0.04,1.764468371,0.356539688,1.267160162,0.82740113,0.042972415,1136,1187
2018,3674,6475,3889,845,337,1269,1061,590,-9,1996,3540,1984,4556,3290,0.34,1.784274194,0.399382239,1.358366935,0.722124671,0.091119691,1556,1161
2019,3674,6731,3721,982,341,1879,1201,725,31,2285,4597,2359,6028,3201,0.31,1.948707079,0.447184668,1.532428995,0.531021898,0.107710593,2238,1507
2020,3674,9763,5199,1399,2490,2076,546,1600,-1210,2964,6143,2417,8962,3125,2.1,2.541580472,0.467479258,1.962763757,0.348694488,0.163884052,3726,2290
2010,2810,9026,5648,735.2,1029.1,1641.7,662.2,2306.4,339.5,1071.6,3033.8,2244.1,13505.9,7808.3,4.85,1.351900539,0.37425216,1.024285905,0.578139924,0.255528473,789.7,374.3
2011,2810,10082,6446.9,828.1,1224.2,1725.4,800,2501.9,408.4,1133.2,3189.8,2342,14290.7,8352,5.71,1.361998292,0.360553462,1.008411614,0.584436032,0.248155128,847.8,422.5
2012,2810,9611.7,6214.6,977.4,1167.3,1733,1004.9,2330.4,287.3,1066.7,3415.8,2689.9,16941.8,9926,4.73,1.269861333,0.353433836,0.9065021,0.585888158,0.242454509,725.9,454.4
2013,2810,10180.4,6565.1,888.4,994.2,1785.6,1025.5,2415.3,307.9,1200,3439.1,3227.6,17850.1,10275.4,4.79,1.065528566,0.355123571,0.790277606,0.575649436,0.23725001,211.5,450.4
2014,2810,10439,6677.7,861.4,991.7,1753.8,740.6,2560.6,366,1200.7,3294.8,2963,17779.1,9970.5,4.64,1.1119811,0.36031229,0.821262234,0.560798916,0.245291695,331.8,336.6
2015,2810,9894.9,6007.7,768.6,1277.9,1659.6,638.9,2806.7,415.9,1080.5,2910.8,3648.1,17438.1,10057,5.95,0.797894795,0.392848841,0.58720978,0.576725675,0.283651174,-737.3,206.4
2016,2810,9524.4,5476.8,701.5,631.1,1725.6,676.1,3066.3,586.5,981.3,4317.3,3283.3,18055.3,10841.9,7,1.314927055,0.424971652,1.101270064,0.600482961,0.32194154,1034,1501.3
2017,2810,8187.6,4887.6,420.2,3000.4,1455.3,659.5,2526.6,260.9,773.4,5876.7,2489,18467.2,8281.7,5.2,2.361068702,0.403048512,2.192245882,0.448454557,0.308588597,3387.7,3677.6
2018,2810,8930.2,5242.9,473.6,1497.8,1438.3,924.6,2862,524.3,825.3,5082.2,2338.3,19178.3,8002,6.64,2.173459351,0.412902287,1.970919044,0.417242404,0.320485543,2743.9,2976
2019,2810,8918.9,4892.7,388.3,1760,1415.4,528.2,3203.3,480.1,822.9,4618.3,1820.9,18942.8,7554.5,7.99,2.536273271,0.451423382,2.323027075,0.398805879,0.359158641,2797.4,2414.7
